tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels
"@VitamnZebra @Waandyl @jazIynns Ayo, call me sexist but both of yall need to shut the fuck up",6,"['Annotator_461', 'Annotator_462', 'Annotator_463', 'Annotator_464', 'Annotator_465', 'Annotator_466']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Asian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['United Kingdom', 'Poland', 'Portugal', 'South Africa', 'Greece', 'United Kingdom']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']"
misandry doesnt exist but if we work enough we can make it real https://t.co/ROAlYB4Rvl,6,"['Annotator_555', 'Annotator_556', 'Annotator_557', 'Annotator_558', 'Annotator_559', 'Annotator_560']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Slovenia', 'Poland', 'Portugal', 'Poland', 'South Africa']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']"
"@primalpoly Speculation: would the feminization and demasculinization of cultures and societies, and the elevation of ""feelings,"" generally reduce their creative energy and force in STEM fields? (I don't know. Perhaps a subject for science and scholarship",6,"['Annotator_697', 'Annotator_698', 'Annotator_699', 'Annotator_700', 'Annotator_701', 'Annotator_702']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'United Kingdom', 'Portugal', 'Poland', 'United Kingdom', 'Poland']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']"
@Sammi_Sativa Seems to be. My mother was into perms in the 70’s and she did them too close together and it burned her hair. That is where my theory of the dumb blonde is it is chemically induced right through the skull.,6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"obviously #NotAllMen but sorry, the Fisher exact test leaves no doubt",6,"['Annotator_431', 'Annotator_432', 'Annotator_433', 'Annotator_434', 'Annotator_435', 'Annotator_436']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree']","['Mexico', 'Poland', 'Greece', 'Poland', 'Canada', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']"
This song makes me feel like a slut and i like it https://t.co/jkyBs3zhM2,6,"['Annotator_720', 'Annotator_721', 'Annotator_722', 'Annotator_723', 'Annotator_724', 'Annotator_725']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Chile', 'Italy', 'United Kingdom', 'Hungary']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']"
"#GIZPakistan together with @PnD_Punjab, @EPD_Punjab and members of the academia organised a consultative session on ‘Climate Risk Assessment and Management in Punjab’ to discuss the mainstreaming of #ClimateChange in the curricula of the universities. (1/2)",6,"['Annotator_780', 'Annotator_781', 'Annotator_782', 'Annotator_783', 'Annotator_784', 'Annotator_142']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Chile', 'Mexico', 'New Zealand', 'Mexico', 'Ireland', 'Italy']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
".@PegLulu2 - I feel the same about folks who don't think I deserve to have my student loan debt wiped out. My dad paid for Catholic HS, college, grad school &amp; now I allegedly still owe for law school. I borrowed 44K, paid back 90K. Kiss my grits detractors!#IamMe#mondaythoughts https://t.co/JkctGiyqkp",6,"['Annotator_496', 'Annotator_497', 'Annotator_498', 'Annotator_499', 'Annotator_500', 'Annotator_501']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Doctorate']","['Portugal', 'Portugal', 'Poland', 'Mexico', 'Mexico', 'United Kingdom']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
"@julesalboyh @ariana_erbon @Wild_Womyn @mattxiv You know that's not true, right? I know you have to follow the party line or be shunned, but seriously, you know it's not really true?",6,"['Annotator_397', 'Annotator_398', 'Annotator_399', 'Annotator_400', 'Annotator_401', 'Annotator_402']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Poland', 'Greece', 'United Kingdom', 'United States']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']"
@Sleeping_Kat1 @TheMoominmama @elegationvain Sorry but a society can still be matrilineal and patriarcal at the same time. Most of the societies right now are patriarcal AND patrilineal. They're two different concepts. I don't know if those matrilineal so,6,"['Annotator_415', 'Annotator_416', 'Annotator_417', 'Annotator_418', 'Annotator_340', 'Annotator_419']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Multiracial', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Slovenia', 'Netherlands', 'United Kingdom', 'South Africa', 'Venezuela', 'United Kingdom']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']"
lmao i am forced to believe that those girls can’t stand each other 🤔 https://t.co/B7bhLuCGzc,6,"['Annotator_639', 'Annotator_640', 'Annotator_641', 'Annotator_642', 'Annotator_643', 'Annotator_644']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'Multiracial']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Doctorate', 'Less than high school diploma', 'Bachelor’s degree']","['South Africa', 'Poland', 'United Kingdom', 'South Africa', 'United Kingdom', 'South Africa']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']"
@pritipatel You had the Met abuse women at a vigil for a woman murdered by a serving Met officer.Your Government breaks the law almost on a daily basis.We know what sort of Commissioner you'll appoint...,6,"['Annotator_578', 'Annotator_579', 'Annotator_580', 'Annotator_581', 'Annotator_582', 'Annotator_583']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Portugal', 'Chile', 'United States', 'United Kingdom']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
@Boyintheband @PlutoEllis @chaosaltar @JohnStabler @pmdfoster @FT @AJack Wait - isn't the UK supposed to be having BETTER standards now that we're out of the evil EU? Surely our environmental standard are now higher than the Netherlands?How could it possi,6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@multichair Some moreid pics cause everyone needs it in their lives https://t.co/JQULJEAKJn,6,"['Annotator_691', 'Annotator_692', 'Annotator_693', 'Annotator_694', 'Annotator_695', 'Annotator_696']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Latvia', 'Poland', 'South Africa', 'Spain', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"FFS! How about laying the blame on the bastard who murdered her? Novel idea, I know. https://t.co/GI5B45THvJ",6,"['Annotator_391', 'Annotator_392', 'Annotator_393', 'Annotator_394', 'Annotator_395', 'Annotator_396']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Latvia', 'South Africa', 'Poland', 'Mexico', 'Israel', 'South Africa']","['YES', 'YES', 'NO', 'NO', 'YES', 'NO']"
"I started teaching this worldviews  lesson today to KS3 today &amp; the “What is real” questionnaire from @NATREupdate makes a fab introduction to a unit looking at epistemology.  I have been using it with Yr7 today, some of the language is hard but with guidance they could access it https://t.co/0Ew27ozdNy",6,"['Annotator_449', 'Annotator_450', 'Annotator_451', 'Annotator_452', 'Annotator_453', 'Annotator_454']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Poland', 'Poland', 'Spain', 'Greece', 'Mexico', 'Poland']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
"It's time for policies based on evidence, not on ideology. #abpoli Outcomes of our Current Drug Policies https://t.co/ILnE6Htjm2 via @YouTube",6,"['Annotator_514', 'Annotator_515', 'Annotator_516', 'Annotator_517', 'Annotator_518', 'Annotator_519']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Poland', 'Poland', 'Portugal', 'Spain', 'Norway', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"Dr.@DianaAtwine, Permanent Secretary @MinofHealthUG:I am happy this report focuses on Women! We as women multitask. We know how to use resources better than men. An empowered woman changes the nation! #EmpowerUgWomen",6,"['Annotator_629', 'Annotator_630', 'Annotator_631', 'Annotator_632', 'Annotator_633', 'Annotator_634']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Asian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Slovenia', 'United Kingdom', 'Mexico', 'Nepal', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']"
@benshapiro @benshapiro listened to your podcast t’day. There is no reason any teacher shld be having a discussion w their students concerning sexual orientation or gender theory or their personal relationships. School districts need to rethink such lun,6,"['Annotator_397', 'Annotator_398', 'Annotator_399', 'Annotator_400', 'Annotator_401', 'Annotator_402']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Poland', 'Greece', 'United Kingdom', 'United States']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']"
"This is also a very good explanation for why privilege can blind a person to oppressionThey do not feel disadvantaged because the predators/opperssors look/act exactly like they would, &amp; so feel threatened by accusations possibly because they have good intentions e.g #notallmen https://t.co/zDVaQVAXAj",6,"['Annotator_549', 'Annotator_550', 'Annotator_551', 'Annotator_552', 'Annotator_553', 'Annotator_554']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian', 'Black or African American']","['Bachelor’s degree', 'other', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Poland', 'Italy', 'United Kingdom', 'South Africa']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']"
"Well to be honest, most of the time, when someone tries to befriend me, I think that they wanna harass me so I look at them like that, but still, some of my friends, I was such an ass and they are still here like I don't get it...",6,"['Annotator_43', 'Annotator_596', 'Annotator_597', 'Annotator_598', 'Annotator_172', 'Annotator_333']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Mexico', 'South Africa', 'Portugal', 'Estonia', 'Mexico', 'Mexico']","['NO', 'NO', 'YES', 'YES', 'YES', 'NO']"
Check out this listing I just added to my #Poshmark closet: Yellow Polo Shirt Tommy Hilfiger Women’s LARGE. https://t.co/MQa2sZQz2m #shopmycloset @poshmarkapp,6,"['Annotator_770', 'Annotator_771', 'Annotator_772', 'Annotator_773', 'Annotator_774', 'Annotator_775']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Asian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['South Africa', 'South Africa', 'Canada', 'Estonia', 'Mexico', 'Canada']","['NO', 'YES', 'NO', 'NO', 'NO', 'YES']"
@Martina He has no idea what he has said wrong @DominicRaab #misandry,6,"['Annotator_561', 'Annotator_562', 'Annotator_563', 'Annotator_564', 'Annotator_565', 'Annotator_566']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Ireland', 'Poland', 'Portugal', 'Portugal', 'South Africa', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"@Libertive Ah ok, guess we’re adding “mansplaining” to the list of things you don’t understand. And yes they factually do  to claim otherwise is… well… both dim but also kinda predictable. 🤷‍♂️",6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['YES', 'NO', 'NO', 'NO', 'YES', 'NO']"
You guys can only DREAM for a girl like her!!! 😤💕 https://t.co/HQAOiFEz8u,6,"['Annotator_490', 'Annotator_491', 'Annotator_492', 'Annotator_493', 'Annotator_494', 'Annotator_495']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Portugal', 'Germany', 'United Kingdom', 'Russian Federation']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']"
"@BrenCasts @OnFireSemmler Who cares about a more welcoming place? There is nothing stopping a woman being as good as a man playing the game. Everyone is toxic to everyone regardless of gender. Put in the work and you can reach the top, hurting your feelin",6,"['Annotator_531', 'Annotator_532', 'Annotator_533', 'Annotator_534', 'Annotator_535', 'Annotator_536']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Hungary', 'Poland', 'Viet Nam', 'Australia', 'United Kingdom']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']"
@MAlbritton2016 @R_Denhollander Kinda sounds like you're mansplaining law to a lawyer.,6,"['Annotator_385', 'Annotator_657', 'Annotator_658', 'Annotator_659', 'Annotator_660', 'Annotator_661']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'other']","['Mexico', 'United Kingdom', 'Poland', 'Poland', 'South Africa', 'Australia']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
"@LTweets2018 It was rare for a woman not named Serena to sneak a slam in, and when they did they usually won more.",6,"['Annotator_537', 'Annotator_538', 'Annotator_539', 'Annotator_540', 'Annotator_541', 'Annotator_542']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Poland', 'Hungary', 'Mexico', 'South Africa', 'Poland', 'New Zealand']","['NO', 'NO', 'YES', 'YES', 'YES', 'NO']"
"Woman driving beside me a few minutes ago holding her phone to her ear with her shoulder, while holding a mug of coffee.""Baby on Board"" sticker on both rear windows.",6,"['Annotator_780', 'Annotator_781', 'Annotator_782', 'Annotator_783', 'Annotator_784', 'Annotator_142']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Chile', 'Mexico', 'New Zealand', 'Mexico', 'Ireland', 'Italy']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']"
"On one hand I see the determination because I know how it feels for a woman who doesn't smoke to try and roll for someone. On the other hand, my good sis Leona, you need plenty practise. https://t.co/qAKp2GkILI",6,"['Annotator_555', 'Annotator_556', 'Annotator_557', 'Annotator_558', 'Annotator_559', 'Annotator_560']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Slovenia', 'Poland', 'Portugal', 'Poland', 'South Africa']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']"
@CharlieCrist This is not like the old days of best man win. If Dems don't fight against gerrymandering and voter suppression laws we're going to loooose.,6,"['Annotator_611', 'Annotator_612', 'Annotator_613', 'Annotator_614', 'Annotator_615', 'Annotator_616']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Slovenia', 'Czech Republic', 'South Africa', 'United Kingdom', 'Greece']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
Good to see a Vegas whore make to the big time where they can now afford big planes.....just sayin https://t.co/nqKBvGkeGF,6,"['Annotator_502', 'Annotator_503', 'Annotator_504', 'Annotator_505', 'Annotator_506', 'Annotator_507']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree']","['Portugal', 'South Africa', 'Portugal', 'Slovenia', 'New Zealand', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']"
"everyday sexism, brought to you by the 2021 century#seriously https://t.co/WsByAitu8G",6,"['Annotator_397', 'Annotator_398', 'Annotator_399', 'Annotator_400', 'Annotator_401', 'Annotator_402']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Poland', 'Greece', 'United Kingdom', 'United States']","['YES', 'NO', 'NO', 'YES', 'NO', 'YES']"
"When bullies use a sexual orientation insult, they're not saying that they think you're gay, and you should be insulted for no reason, as there's nothing wrong with being gay. They're saying you should be insulted, because they think being gay is a bad thing. (6/15)",6,"['Annotator_590', 'Annotator_591', 'Annotator_592', 'Annotator_593', 'Annotator_594', 'Annotator_595']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Italy', 'South Africa', 'Poland', 'Mexico', 'Greece', 'United States']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
"@shreemism @Teddywklein @BadMedicalTakes Men like you will sit here shaming women for sex, then later tonight you’ll log in to pornhub on your premium prescription.",6,"['Annotator_703', 'Annotator_704', 'Annotator_705', 'Annotator_706', 'Annotator_707', 'Annotator_708']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Portugal', 'South Africa', 'Greece', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
This is how slick mansplaining is. I did it and didn’t even know I did https://t.co/F6UnM45s54,6,"['Annotator_425', 'Annotator_426', 'Annotator_427', 'Annotator_428', 'Annotator_429', 'Annotator_430']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Mexico', 'Portugal', 'Greece', 'United States']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']"
"“I like your outfit too except when i dress up as a frigid bitch, i try not to look so constipated” is my new “how are you?”",6,"['Annotator_805', 'Annotator_426', 'Annotator_806', 'Annotator_807', 'Annotator_808', 'Annotator_809']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent']","['South Africa', 'Spain', 'South Africa', 'Poland', 'Estonia', 'South Africa']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']"
